
 Run on time: 2020-05-31 21:23:27.396520

 Arguments:
	 gpu                  : True
	 log                  : True
	 seed                 : 0
	 dataset              : CIFAR10
	 batch_size           : 64
	 architecture         : VGG6
	 learning_rate        : 0.01
	 pretrained_ann       : 
	 test_only            : False
	 epochs               : 600
	 lr_interval          : [300, 420, 540]
	 lr_reduce            : 5
	 optimizer            : SGD
	 weight_decay         : 0.0001
	 momentum             : 0.9
	 amsgrad              : True
	 dropout              : 0.3
	 kernel_size          : 3
	 devices              : 2
 DataParallel(
  (module): VGG(
    (features): Sequential(
      (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (1): ReLU(inplace=True)
      (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
      (3): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (4): ReLU(inplace=True)
      (5): Dropout(p=0.3, inplace=False)
      (6): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (7): ReLU(inplace=True)
      (8): AvgPool2d(kernel_size=2, stride=2, padding=0)
    )
    (classifier): Sequential(
      (0): Linear(in_features=8192, out_features=4096, bias=False)
      (1): ReLU(inplace=True)
      (2): Dropout(p=0.5, inplace=False)
      (3): Linear(in_features=4096, out_features=4096, bias=False)
      (4): ReLU(inplace=True)
      (5): Dropout(p=0.5, inplace=False)
      (6): Linear(in_features=4096, out_features=10, bias=False)
    )
  )
)
 SGD (
Parameter Group 0
    dampening: 0
    lr: 0.01
    momentum: 0.9
    nesterov: False
    weight_decay: 0.0001
)
 Epoch: 1, lr: 1.0e-02, train_loss: 1.7749, train_acc: 0.3474 test_loss: 1.4507, test_acc: 0.4822, best: 0.4822, time: 0:00:32
 Epoch: 2, lr: 1.0e-02, train_loss: 1.4560, train_acc: 0.4695 test_loss: 1.2662, test_acc: 0.5444, best: 0.5444, time: 0:00:31
 Epoch: 3, lr: 1.0e-02, train_loss: 1.2743, train_acc: 0.5432 test_loss: 1.1968, test_acc: 0.5847, best: 0.5847, time: 0:00:32
 Epoch: 4, lr: 1.0e-02, train_loss: 1.1371, train_acc: 0.5947 test_loss: 1.0276, test_acc: 0.6461, best: 0.6461, time: 0:00:33
 Epoch: 5, lr: 1.0e-02, train_loss: 1.0376, train_acc: 0.6322 test_loss: 0.9546, test_acc: 0.6704, best: 0.6704, time: 0:00:33
 Epoch: 6, lr: 1.0e-02, train_loss: 0.9500, train_acc: 0.6660 test_loss: 0.8812, test_acc: 0.6901, best: 0.6901, time: 0:00:32
 Epoch: 7, lr: 1.0e-02, train_loss: 0.8991, train_acc: 0.6850 test_loss: 0.8343, test_acc: 0.7134, best: 0.7134, time: 0:00:32
 Epoch: 8, lr: 1.0e-02, train_loss: 0.8473, train_acc: 0.7038 test_loss: 0.7740, test_acc: 0.7336, best: 0.7336, time: 0:00:33
 Epoch: 9, lr: 1.0e-02, train_loss: 0.8026, train_acc: 0.7183 test_loss: 0.7289, test_acc: 0.7526, best: 0.7526, time: 0:00:30
 Epoch: 10, lr: 1.0e-02, train_loss: 0.7701, train_acc: 0.7332 test_loss: 0.7459, test_acc: 0.7481, best: 0.7526, time: 0:00:28
 Epoch: 11, lr: 1.0e-02, train_loss: 0.7379, train_acc: 0.7422 test_loss: 0.6622, test_acc: 0.7743, best: 0.7743, time: 0:00:33
 Epoch: 12, lr: 1.0e-02, train_loss: 0.7086, train_acc: 0.7536 test_loss: 0.6798, test_acc: 0.7703, best: 0.7743, time: 0:00:27
 Epoch: 13, lr: 1.0e-02, train_loss: 0.6880, train_acc: 0.7601 test_loss: 0.6687, test_acc: 0.7719, best: 0.7743, time: 0:00:27
 Epoch: 14, lr: 1.0e-02, train_loss: 0.6629, train_acc: 0.7697 test_loss: 0.6460, test_acc: 0.7779, best: 0.7779, time: 0:00:31
 Epoch: 15, lr: 1.0e-02, train_loss: 0.6432, train_acc: 0.7768 test_loss: 0.6342, test_acc: 0.7861, best: 0.7861, time: 0:00:32
